,trial_type,trial,ball_speed,ball_start_color,ball_color_change,interactor,bounce,bounce_moment,random_bounce_direction,target_onset,ball_change,target_color,abs_congruent,sim_congruent,response,accuracy,rt,start_pos,end_pos,abs_rfup,abs_rfright,abs_rfdown,abs_rfleft,sim_rfup,sim_rfright,sim_rfdown,sim_rfleft
10,empty,11,6.601779498556259,0.5,-0.15,none_l,True,4.008843291550875,left,4.300614999956451,True,"[0.35, 0.35, 0.35]",False,False,darker,True,0.6695818334119394,right,down,"(0, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
11,interactor,12,6.43614055021562,0.5,-0.3,45_bottom_d,True,4.020338291651569,,4.290535666630603,True,"[0.2, 0.2, 0.2]",False,True,darker,True,0.564720458467491,up,right,"(0, 0)","(0, 1)","(1, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
12,empty,13,6.644954159324643,0.5,0.3,none_r,False,,,4.254302000044845,True,"[0.8, 0.8, 0.8]",True,True,lighter,True,0.6086397917242721,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)"
13,empty,14,6.3501905149683715,0.5,-0.3,none_l,False,,,4.253207250032574,True,"[0.2, 0.2, 0.2]",True,True,darker,True,0.555315374978818,right,left,"(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)"
14,interactor,15,6.494860603339566,0.5,0.15,135_bottom_r,False,,,4.266968125011772,True,"[0.65, 0.65, 0.65]",True,False,lighter,True,0.685198083287105,left,right,"(0, 0)","(1, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)"
15,interactor,16,6.268738880115522,0.5,-0.15,135_bottom_d,False,,,4.244052791618742,True,"[0.35, 0.35, 0.35]",True,False,darker,True,0.7233209584373981,up,down,"(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(1, 0)"
16,interactor,17,6.490621016656258,0.5,-0.3,45_bottom_l,True,4.0353531249566,,4.334414916695096,True,"[0.2, 0.2, 0.2]",False,True,lighter,False,0.34641304158139974,right,up,"(0, 1)","(0, 0)","(0, 0)","(1, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
17,empty,18,6.502116059694607,0.5,0.0,none_r,True,4.002375624957494,right,4.267189708305523,True,"[0.5, 0.5, 0.5]",False,False,darker,,0.7804914166918024,left,down,"(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)"
18,empty,19,6.4171757020285405,0.5,-0.3,none_u,False,,,4.2651944167446345,True,"[0.2, 0.2, 0.2]",True,True,darker,True,0.7069094999460503,down,up,"(1, 1)","(0, 0)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)"
19,empty,20,6.806866767954863,0.5,0.15,none_d,True,4.046380499959923,right,4.337310625007376,True,"[0.65, 0.65, 0.65]",False,False,darker,False,0.7373181249713525,up,left,"(0, 0)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(0, 1)"
